venta_id,sucursal_id,producto_id,cantidad,monto_total,metodo_pago,fecha_venta,canal
V011370,S13,P01620,3,,transferencia,2026-04-11,tienda_fisica
V013833,S24,P02074,4,,Tarjeta de credito,2026-02-08,tienda_fisica
V008823,S37,P02065,4,13714.5,tarjeta,2026-07-27,tienda_fisica
V000304,S12,P00664,2,13660.42,Plin,2026-06-15,tienda_fisica
V013706,S05,P00840,1,3463.31,efectivo,2026-02-15,tienda_fisica
V003158,S15,P00614,3,10735.13,Tarjeta de credito,2026-06-25,tienda_fisica
V012223,S06,P02594,4,19144.39,TARJETA,2026-01-14,tienda_fisica
V002204,S07,P00522,4,13236.45,Transferencia bancaria,2026-05-04,ecommerce
V007698,S40,P02631,4,5798.51,tarjeta,2026-03-11,ecommerce
V008173,S01,P01491,4,19167.34,Plin,2026-02-25,tienda_fisica
V009770,S32,P02253,3,10897.73,tarjeta,2026-02-03,tienda_fisica
V000118,S07,P00696,3,18943.04,tarjeta,2026-02-02,ecommerce
V008090,S05,P00290,4,27892.32,Efectivo,2026-06-06,ecommerce
V012003,S13,P00722,3,22427.65,Efectivo,2026-07-22,ecommerce
V001007,S01,P00354,1,7645.27,tarjeta_credito,2026-02-25,tienda_fisica
V001413,S31,P02838,4,23357.8,Tarjeta de credito,2026-05-06,tienda_fisica
V014745,S12,P02136,3,5111.4,EFECTIVO,2026-03-20,tienda_fisica
V013704,S28,P00434,2,15707.06,efectivo,2026-02-27,tienda_fisica
V005506,S01,P01125,2,4882.1,Yape,2026-08-13,tienda_fisica
V002313,S12,P02035,4,6522.95,EFECTIVO,2026-03-25,ecommerce
V001298,S40,P01345,3,6615.43,Transferencia bancaria,05/05/2026,ecommerce
V007177,S09,P00710,1,4923.34,Yape,2026-07-10,ecommerce
V001575,S30,P01378,1,1479.01,EFV,2026-02-04,tienda_fisica
V005471,S17,P02436,1,3724.92,EFV,2026-05-26,tienda_fisica
V008646,S29,P02265,4,7327.36,Yape,2026-05-26,tienda_fisica
V003347,S12,P02322,4,8563.12,tarjeta_credito,2026-01-22,ecommerce
V004747,S15,P01813,4,19088.09,PLIN,2026-06-14,tienda_fisica
V011397,S27,P02605,4,21311.69,tarjeta_credito,2026-01-15,ecommerce
V006188,S19,P01939,3,21999.09,efectivo,2026-08-07,tienda_fisica
V004907,S40,P01839,2,6927.02,tarjeta_credito,2026-04-11,ecommerce
V014020,S34,P01741,1,1915.3,transferencia,2026-03-24,ecommerce
V009775,S11,P01972,2,14242.54,efectivo,2026-02-22,tienda_fisica
V002012,S11,P01435,4,30558.46,TARJETA,2026-01-12,tienda_fisica
V009282,S10,P02186,3,543.02,EFV,2026-04-28,ecommerce
V004823,S01,P02036,4,16261.33,TARJETA,2026-05-25,tienda_fisica
V005959,S34,P02196,4,13357.25,Plin,2026-05-18,tienda_fisica
V013521,S04,P00714,4,11068.96,TC,2026-01-09,tienda_fisica
V009912,,P00759,4,26763.47,YAPE,2026-06-21,tienda_fisica
V003514,S14,P01127,1,1610.4,transferencia,2026-02-08,tienda_fisica
V011242,S23,P02692,2,6376.51,Tarjeta de credito,2026-08-27,tienda_fisica
V014470,S28,P02928,3,2142.14,Transferencia bancaria,2026-02-20,tienda_fisica
V010832,S10,P01825,2,0,transferencia,2026-03-24,tienda_fisica
V007617,S18,P00340,3,769.55,Yape,2026-04-11,tienda_fisica
V010052,S40,P02430,2,0,plin,2026-08-09,tienda_fisica
V003634,S12,P02620,3,9877.33,EFECTIVO,2026-05-05,ecommerce
V011179,S07,P00994,3,1187.17,efectivo,10/02/2026,tienda_fisica
V014824,S04,P02457,3,-7272.21,PLIN,2026-08-06,tienda_fisica
V002421,S09,P02438,3,6322.24,Efectivo,2026-05-05,tienda_fisica
V010016,S35,P02665,2,12918.97,yape,2026-08-26,tienda_fisica
V004577,S17,P02317,4,4542.46,yape,2026-05-22,ecommerce
V013675,S12,P00333,4,4900.82,YAPE,2026-07-21,ecommerce
V007383,S18,P01653,1,2843.43,efectivo,2026-04-20,tienda_fisica
V005810,S17,P02946,3,23934.56,TARJETA,2026-05-22,tienda_fisica
V014256,S17,P00519,2,10120.59,yape,2026-08-28,tienda_fisica
V014879,S35,P00924,4,14270.86,Plin,2026-08-01,ecommerce
V004257,S06,P02451,4,1850.24,EFECTIVO,2026-01-06,ecommerce
V010415,S22,P02711,2,10469.86,Plin,2026-05-16,tienda_fisica
V002704,S39,P02761,4,,transferencia,2026-08-05,tienda_fisica
V006180,S34,P02666,1,5660.99,PLIN,2026-07-19,tienda_fisica
V011511,S28,P00401,2,10411.2,Transferencia bancaria,2026-02-08,tienda_fisica
V014653,S32,P00051,4,17977.0,efectivo,2026-07-08,tienda_fisica
V003300,S01,P01731,3,1431.48,plin,2026-06-21,tienda_fisica
V010250,S28,P01696,3,2250.92,transferencia,2026-08-06,tienda_fisica
V002198,S36,P02228,4,16168.6,efectivo,20/08/2026,tienda_fisica
V004282,S30,P00259,4,12657.54,EFECTIVO,2026-07-16,tienda_fisica
V003993,S34,P01712,1,4106.25,Transferencia bancaria,2026-07-22,tienda_fisica
V004402,S35,P00148,3,4177.32,EFV,2026-07-01,tienda_fisica
V008395,S38,P01454,4,23414.83,Tarjeta de credito,2026-06-20,ecommerce
V000411,S31,P00787,4,14818.59,transferencia,2026-07-10,tienda_fisica
V013546,S07,P01309,4,15071.79,Efectivo,2026-07-01,ecommerce
V012638,S04,P02994,3,1911.38,TARJETA,2026-06-20,ecommerce
V002422,S12,P01730,3,10760.25,tarjeta_credito,2026-03-19,ecommerce
V012585,S12,P02976,3,20907.35,Efectivo,2026-06-22,tienda_fisica
V014383,S25,P01591,1,3161.46,yape,2026-05-23,tienda_fisica
V001060,S38,P02713,3,16867.12,Yape,2026-06-10,tienda_fisica
V002833,S16,P01052,3,7215.07,TC,2026-01-28,ecommerce
V011255,S25,P01140,4,7236.03,EFV,2026-07-22,tienda_fisica
V013093,S06,P02032,4,5655.74,TC,2026-01-10,ecommerce
V001765,S27,P00055,4,13810.56,plin,2026-02-02,tienda_fisica
V014014,S02,P02451,2,317.5,TC,2026-07-15,tienda_fisica
V005373,S09,P01015,2,6956.14,Transferencia bancaria,2026-01-27,tienda_fisica
V004532,S26,P02064,3,16156.67,plin,2026-04-12,tienda_fisica
V004736,S35,P01608,2,2642.53,Tarjeta de credito,2026-01-13,tienda_fisica
V007643,S14,P00017,4,29648.39,tarjeta,2026-03-16,ecommerce
V000355,S04,P00697,3,-12295.62,PLIN,2026-07-27,ecommerce
V014321,S16,P00782,3,20560.53,TC,2026-07-28,ecommerce
V006802,S34,P00870,2,7927.3,tarjeta,2026-08-10,tienda_fisica
V004756,S27,P00632,1,4425.3,TC,2026-06-06,ecommerce
V012551,S20,P02570,3,8579.93,efectivo,2026-02-21,tienda_fisica
V004615,S20,P02646,2,4306.92,TARJETA,2026-08-18,tienda_fisica
V007351,S02,P02541,4,28094.1,transferencia,2026-05-03,tienda_fisica
V004299,S27,P02191,4,22896.08,Tarjeta de credito,2026-01-06,tienda_fisica
V012965,S14,P00710,1,3075.87,TC,2026-04-05,ecommerce
V001621,S28,P00829,1,0,Tarjeta de credito,2026-03-10,tienda_fisica
V007836,S11,P02344,4,7752.94,Yape,2026-06-11,tienda_fisica
V005317,S05,P01343,2,1348.18,Tarjeta de credito,2026-08-08,tienda_fisica
V005352,S32,P01165,3,10803.3,Yape,2026-05-01,ecommerce
V013894,S11,P02291,3,23180.68,Yape,2026-07-15,tienda_fisica
V000933,S03,P01488,3,14942.13,plin,2026-05-21,tienda_fisica
V011421,S23,P00738,2,12425.42,YAPE,2026-01-14,ecommerce
V013034,S09,P02446,2,7869.45,tarjeta_credito,2026-01-18,tienda_fisica
V003466,S21,P02479,4,20542.49,tarjeta_credito,2026-06-19,ecommerce
V012504,S02,P02872,4,5453.18,yape,2026-01-01,tienda_fisica
V011769,S15,P01815,3,21486.29,TARJETA,2026-03-04,tienda_fisica
V004453,S21,P00280,2,344.97,EFV,2026-06-20,ecommerce
V007028,S06,P01146,1,1030.31,TC,2026-04-16,tienda_fisica
V001934,S33,P02393,4,21143.28,Tarjeta de credito,2026-02-22,tienda_fisica
V002779,S06,P02078,3,8776.0,Yape,2026-05-12,ecommerce
V005502,S06,P00071,1,6775.43,efectivo,2026-02-27,tienda_fisica
V013599,S33,P02128,2,13305.95,plin,2026-08-28,ecommerce
V009092,S10,P02069,2,7865.98,Tarjeta de credito,2026-04-11,tienda_fisica
V009743,S32,P02033,4,30671.91,yape,2026-02-03,ecommerce
V013873,S22,P02201,2,3310.34,TC,2026-04-01,tienda_fisica
V009402,S31,P02709,4,9126.57,EFV,16/02/2026,tienda_fisica
V006785,S28,P02310,4,18920.81,PLIN,2026-08-13,tienda_fisica
V000884,S24,P02309,3,19274.0,plin,01/02/2026,tienda_fisica
V010581,S40,P00227,1,7362.07,TC,2026-02-13,tienda_fisica
V003099,S04,P02062,2,10238.94,Tarjeta de credito,2026-07-16,tienda_fisica
V007294,S26,P02391,2,2961.43,Plin,2026-02-13,tienda_fisica
V005488,S24,P02622,4,13932.45,Plin,2026-02-27,tienda_fisica
V007616,S08,P00829,2,5900.82,efectivo,2026-01-22,tienda_fisica
V007052,S10,P02682,2,13137.64,Yape,2026-08-09,tienda_fisica
V007952,S04,P01362,4,25631.8,Tarjeta de credito,2026-07-18,tienda_fisica
V010812,S07,P02169,3,7011.77,efectivo,2026-02-23,tienda_fisica
V010484,S19,P00659,2,15727.33,Transferencia bancaria,2026-02-09,ecommerce
V010149,S31,P02942,4,12080.14,transferencia,2026-08-28,tienda_fisica
V014666,S39,P01957,3,1557.8,PLIN,2026-01-23,tienda_fisica
V008017,S34,P00090,4,17820.7,PLIN,2026-04-21,tienda_fisica
V009848,S20,P01784,2,15746.02,plin,2026-06-07,tienda_fisica
V005565,S24,P01954,1,2855.81,plin,2026-08-17,tienda_fisica
V001667,S18,P01726,2,3757.44,yape,2026-08-14,ecommerce
V014870,S21,P00383,1,3960.6,Tarjeta de credito,2026-08-12,ecommerce
V006040,S13,P01970,2,7243.53,plin,2026-05-10,tienda_fisica
V011088,S29,P02846,3,7379.39,Plin,17/07/2026,tienda_fisica
V001312,S05,P01160,3,22785.66,EFECTIVO,2026-03-15,tienda_fisica
V007058,S13,P02185,2,2746.2,EFV,2026-01-08,tienda_fisica
V002538,S07,P01944,3,20566.68,TC,2026-06-28,ecommerce
V008672,S16,P01146,4,28219.29,efectivo,2026-02-06,ecommerce
V005776,S08,P01991,3,6057.22,efectivo,2026-02-04,tienda_fisica
V004769,S05,P01865,4,24659.13,YAPE,2026-05-03,ecommerce
V008877,S18,P01342,3,8753.6,YAPE,2026-01-17,tienda_fisica
V010909,S07,P00438,3,10984.87,PLIN,2026-04-22,ecommerce
V002497,S40,P02975,2,8081.85,EFV,2026-01-02,tienda_fisica
V005585,S31,P00402,4,26295.44,PLIN,2026-05-20,ecommerce
V004931,S03,P02845,3,15964.34,tarjeta_credito,2026-06-19,tienda_fisica
V006344,S28,P00124,1,2598.4,EFV,2026-05-15,tienda_fisica
V006501,S30,P01688,3,14221.56,plin,2026-03-02,ecommerce
V000778,S23,P01369,4,14659.0,Efectivo,2026-03-04,tienda_fisica
V006256,S27,P00790,3,2464.96,plin,2026-02-08,tienda_fisica
V012500,S07,P01959,1,5172.91,EFECTIVO,2026-01-20,tienda_fisica
V014858,S34,P01384,2,567.77,PLIN,2026-08-12,ecommerce
V009975,S09,P00614,1,6291.06,EFECTIVO,2026-02-24,ecommerce
V012861,S05,P00239,3,21431.84,transferencia,2026-04-14,tienda_fisica
V001398,S04,P02032,3,2942.55,PLIN,2026-07-24,tienda_fisica
V005675,S06,P00232,4,14809.77,transferencia,2026-03-25,ecommerce
V003857,S30,P01182,2,10009.38,Transferencia bancaria,2026-02-24,tienda_fisica
V009463,S26,P01494,1,6294.21,Efectivo,2026-01-06,ecommerce
V011485,S11,P00289,3,9817.86,tarjeta,2026-04-06,ecommerce
V003744,S25,P01428,2,11961.61,Efectivo,2026-04-02,tienda_fisica
V007521,S32,P01102,4,31306.44,yape,2026-05-06,tienda_fisica
V010432,S25,P00476,1,4709.76,TC,2026-04-10,tienda_fisica
V003178,S40,P02914,1,4383.21,PLIN,2026-04-19,tienda_fisica
V003771,S17,P01306,3,22677.8,Yape,2026-02-19,tienda_fisica
V009533,S12,P02716,1,5826.62,efectivo,2026-03-01,tienda_fisica
V014454,S24,P00220,4,5077.88,Plin,2026-04-14,tienda_fisica
V009475,S32,P00773,1,5019.06,Yape,2026-07-03,ecommerce
V006451,S20,P01391,2,15798.66,EFECTIVO,2026-03-19,tienda_fisica
V014519,S40,P02024,2,15280.76,Tarjeta de credito,2026-02-26,tienda_fisica
V011550,S32,P02384,2,10214.77,Efectivo,2026-06-27,tienda_fisica
V014335,S25,P02770,2,2496.89,EFECTIVO,2026-02-02,tienda_fisica
V004160,S34,P02202,2,8121.22,TARJETA,2026-05-01,tienda_fisica
V007926,S36,P02228,4,19152.42,YAPE,2026-04-04,tienda_fisica
V011763,S27,P00390,1,6622.02,EFECTIVO,2026-05-14,tienda_fisica
V005137,S01,P01241,4,9349.92,PLIN,2026-01-24,ecommerce
V003671,S34,P02518,2,2938.47,tarjeta_credito,2026-08-08,ecommerce
V000358,S28,P02219,1,500.53,Efectivo,2026-08-17,tienda_fisica
V001525,S05,P01379,3,3022.15,Tarjeta de credito,2026-02-02,tienda_fisica
V006281,S02,P00039,2,-13239.27,transferencia,2026-01-15,ecommerce
V002971,S12,P01202,3,18930.2,TARJETA,2026-01-02,tienda_fisica
V007379,S30,P01276,3,12374.5,Efectivo,2026-07-28,ecommerce
V014602,S01,P00090,2,14948.56,efectivo,2026-03-08,tienda_fisica
V005034,S32,P02351,1,942.17,YAPE,2026-01-05,tienda_fisica
V002580,S22,P01569,1,4987.65,Plin,2026-07-24,tienda_fisica
V008175,S14,P02178,1,5627.8,tarjeta_credito,2026-01-24,tienda_fisica
V002711,S03,P02500,1,0,efectivo,2026-03-11,tienda_fisica
V006722,S10,P02236,2,-4814.43,Efectivo,2026-06-24,ecommerce
V000849,S35,P02262,2,6609.3,Efectivo,2026-01-22,ecommerce
V007174,S23,P00079,3,9466.38,TARJETA,2026-07-12,tienda_fisica
V001498,S35,P02276,1,4064.25,plin,2026-08-04,tienda_fisica
V008589,S18,P00472,1,6226.06,Tarjeta de credito,2026-05-04,tienda_fisica
V011490,S12,P00924,3,9992.93,tarjeta_credito,2026-07-20,tienda_fisica
V002117,S05,P01593,3,1780.25,Transferencia bancaria,2026-05-07,tienda_fisica
V004220,S40,P02832,3,22312.99,efectivo,2026-04-27,tienda_fisica
V000262,S17,P00999,1,3750.44,YAPE,2026-07-10,tienda_fisica
V012394,S27,P02954,2,1044.43,tarjeta_credito,2026-07-27,ecommerce
V001603,S23,P01958,4,25719.71,tarjeta,2026-07-22,tienda_fisica
V013159,S36,P02621,1,6366.76,Tarjeta de credito,2026-07-03,ecommerce
V013583,S32,P00348,3,17192.88,tarjeta,2026-07-25,tienda_fisica
V005420,S37,P01846,2,5342.46,EFECTIVO,2026-03-08,tienda_fisica
V009028,S05,P00879,3,-19485.15,Efectivo,2026-07-11,ecommerce
V005694,S11,P01188,3,11083.99,Yape,2026-08-24,tienda_fisica
V001520,S19,P01004,2,4185.13,EFV,2026-04-08,ecommerce
V013988,S38,P01443,3,21354.08,Efectivo,2026-01-04,ecommerce
V000277,,P00239,1,5820.7,TARJETA,2026-05-23,tienda_fisica
V006094,S05,P00425,2,14227.41,Tarjeta de credito,2026-07-02,tienda_fisica
V008580,S20,P00529,2,8641.51,Efectivo,2026-06-25,tienda_fisica
V001096,S34,P00946,4,4990.12,Efectivo,2026-05-16,tienda_fisica
V001163,S28,P00025,1,3328.84,EFV,2026-08-03,tienda_fisica
V008314,S29,P01655,4,18476.93,PLIN,2026-06-22,ecommerce
V004429,S15,P01064,4,25132.6,Transferencia bancaria,2026-05-14,tienda_fisica
V009529,S16,P01334,4,19213.38,EFV,2026-08-17,ecommerce
V002713,S13,P01714,1,3601.57,tarjeta_credito,2026-05-14,tienda_fisica
V000004,S17,P01108,2,10515.58,TARJETA,2026-08-10,tienda_fisica
V011553,S23,P00535,1,5912.02,Tarjeta de credito,2026-06-25,ecommerce
V000326,S23,P02360,1,2306.95,efectivo,2026-04-19,tienda_fisica
V013857,S16,P02460,3,20151.45,Transferencia bancaria,2026-02-09,tienda_fisica
V009704,S16,P02370,1,7525.16,TC,2026-03-21,tienda_fisica
V013379,S22,P02514,4,24116.76,EFECTIVO,2026-07-12,tienda_fisica
V003484,S34,P00363,1,1091.89,Efectivo,2026-03-04,ecommerce
V014451,S21,P01399,1,2649.86,efectivo,2026-06-08,tienda_fisica
V003363,S38,P01497,2,11741.24,Yape,2026-01-04,tienda_fisica
V004107,S10,P00857,2,4516.56,TARJETA,2026-02-02,tienda_fisica
V000605,S07,P02412,1,3300.03,Yape,2026-07-16,tienda_fisica
V001535,S22,P02642,2,8275.34,tarjeta,2026-04-03,tienda_fisica
V005316,S05,P01167,2,12198.8,plin,2026-01-25,tienda_fisica
V010573,S23,P02366,2,10036.73,TC,2026-08-07,tienda_fisica
V010824,S21,P02648,4,6007.53,EFECTIVO,2026-02-03,tienda_fisica
V008013,S29,P00826,3,8639.82,efectivo,2026-08-20,ecommerce
V010748,S06,P02611,4,9342.1,Transferencia bancaria,2026-01-24,tienda_fisica
V007575,S35,P02271,3,21913.47,transferencia,2026-04-17,tienda_fisica
V006287,S02,P02374,1,7088.76,tarjeta_credito,2026-03-06,tienda_fisica
V005530,S32,P02224,4,11181.86,Efectivo,2026-04-02,ecommerce
V002049,S05,P00659,3,21779.65,PLIN,2026-08-17,ecommerce
V008668,S02,P01566,1,5143.16,transferencia,2026-05-26,tienda_fisica
V000615,S21,P00346,4,10381.05,EFV,2026-04-13,tienda_fisica
V008988,S09,P01425,2,,plin,2026-06-12,tienda_fisica
V012175,S29,P01785,3,13557.72,TC,2026-02-11,tienda_fisica
V007051,S18,P01126,1,4461.51,tarjeta,2026-07-20,tienda_fisica
V002529,S29,P02938,2,9046.44,Transferencia bancaria,2026-02-28,tienda_fisica
V005753,S33,P02177,3,20675.4,EFECTIVO,2026-06-05,tienda_fisica
V009067,S33,P01846,4,26207.19,transferencia,2026-08-03,tienda_fisica
V009490,S06,P01982,4,30444.13,transferencia,2026-04-17,tienda_fisica
V004756,S27,P00632,1,4425.3,TC,2026-06-06,ecommerce
V004605,S33,P01728,4,22260.56,EFV,2026-08-04,ecommerce
V001938,S14,P01610,2,1525.14,EFECTIVO,2026-03-07,tienda_fisica
V006304,S02,P01362,1,,tarjeta,2026-01-25,tienda_fisica
V002617,S34,P00271,3,868.33,efectivo,2026-05-25,tienda_fisica
V003474,S28,P02405,3,3105.15,YAPE,2026-08-13,tienda_fisica
V004640,S14,P02042,1,7336.27,Tarjeta de credito,2026-02-17,tienda_fisica
V009229,S18,P02514,2,10955.2,tarjeta_credito,2026-06-26,tienda_fisica
V004043,S26,P01303,1,2867.19,Tarjeta de credito,2026-02-06,tienda_fisica
V001699,S01,P02569,2,4075.23,tarjeta_credito,2026-04-10,tienda_fisica
V005875,S27,P02156,3,22247.61,efectivo,2026-05-02,tienda_fisica
V012973,S09,P02497,1,7351.38,efectivo,2026-07-07,tienda_fisica
V003527,S11,P01253,3,11756.86,Efectivo,2026-08-19,tienda_fisica
V010846,S23,P00453,3,10692.61,Plin,2026-01-17,tienda_fisica
V013365,S13,P00392,4,27504.2,transferencia,2026-01-11,ecommerce
V006697,S38,P02381,2,3443.01,Yape,2026-05-11,tienda_fisica
V002961,S30,P02320,3,15220.97,efectivo,2026-06-27,tienda_fisica
V007170,S12,P02643,1,7007.97,TARJETA,2026-01-18,ecommerce
V009181,S31,P01457,2,12932.97,transferencia,2026-04-11,tienda_fisica
V010502,S27,P00297,2,2915.87,tarjeta_credito,2026-04-28,tienda_fisica
V003391,S30,P01677,2,8342.27,Transferencia bancaria,2026-04-17,tienda_fisica
V000860,S32,P01151,4,28938.62,tarjeta_credito,2026-07-24,tienda_fisica
V006935,S15,P02907,3,21439.95,transferencia,2026-07-12,tienda_fisica
V002336,S38,P02267,2,15396.0,Transferencia bancaria,2026-05-13,tienda_fisica
V010939,S03,P01098,2,6132.88,tarjeta_credito,2026-03-23,ecommerce
V006357,S11,P01816,1,7420.6,efectivo,2026-07-24,tienda_fisica
V005483,,P02953,1,1478.71,Efectivo,2026-05-17,ecommerce
V005595,S25,P02493,2,4427.55,Tarjeta de credito,2026-01-02,tienda_fisica
V009156,S01,P01727,4,11783.14,YAPE,2026-05-21,tienda_fisica
V003766,S31,P01719,4,24589.11,Plin,2026-07-10,tienda_fisica
V011667,S37,P02652,4,-24253.79,efectivo,2026-05-18,tienda_fisica
V005325,S11,P02087,3,23954.93,Tarjeta de credito,2026-03-11,tienda_fisica
V005145,S23,P01785,4,9561.21,plin,2026-07-23,tienda_fisica
V012841,S06,P01626,3,21580.77,Efectivo,2026-08-09,ecommerce
V005965,S12,P01688,3,21046.59,transferencia,2026-01-10,tienda_fisica
V001220,S15,P00388,2,3477.44,EFV,2026-02-25,tienda_fisica
V008912,S03,P02009,2,3286.55,efectivo,2026-04-11,ecommerce
V013693,S06,P01620,4,2733.24,yape,2026-01-17,tienda_fisica
V007461,S17,P01003,1,893.17,EFV,2026-02-18,ecommerce
V008085,S20,P01098,1,5295.97,yape,2026-01-05,tienda_fisica
V011326,S05,P00720,4,28690.56,TC,2026-04-16,tienda_fisica
V005771,S09,P00710,2,14937.97,Efectivo,2026-07-06,tienda_fisica
V014485,S22,P01213,4,19031.25,Tarjeta de credito,2026-07-19,tienda_fisica
V005799,S23,P00230,4,20604.95,EFECTIVO,2026-08-11,tienda_fisica
V011073,S06,P01849,2,14317.83,plin,2026-03-28,ecommerce
V013770,S08,P00197,1,4655.91,Efectivo,2026-06-17,tienda_fisica
V012228,S30,P01956,2,4343.17,EFECTIVO,2026-04-04,tienda_fisica
V006619,S23,P01987,3,19704.37,yape,2026-02-02,tienda_fisica
V003997,S32,P01722,3,-13500.11,tarjeta,2026-01-28,tienda_fisica
V003794,S20,P00768,3,16359.82,Efectivo,16/02/2026,tienda_fisica
V013248,S35,P00420,4,6711.65,Efectivo,2026-02-17,tienda_fisica
V001089,S09,P01594,3,8582.13,YAPE,2026-05-02,tienda_fisica
V014374,S12,P02838,1,5974.32,transferencia,2026-08-13,tienda_fisica
V003994,S17,P00837,3,22910.53,efectivo,2026-06-12,ecommerce
V006122,S21,P02812,3,-8596.85,Efectivo,2026-01-13,tienda_fisica
V014802,S05,P02338,1,3073.14,TC,2026-06-21,tienda_fisica
V004514,S01,P00139,3,10040.72,transferencia,2026-06-16,ecommerce
V010296,S04,P01756,3,23887.66,efectivo,2026-05-27,tienda_fisica
V011938,S06,P02231,3,18668.57,YAPE,2026-03-20,ecommerce
V003707,S21,P00844,4,17642.22,plin,2026-01-18,tienda_fisica
V000779,S34,P01242,4,31526.71,Yape,2026-04-12,tienda_fisica
V006298,S14,P02985,3,15681.32,TC,2026-01-27,tienda_fisica
V008592,S15,P01704,2,12948.85,Efectivo,2026-07-14,tienda_fisica
V011596,S33,P02896,1,259.5,plin,2026-07-24,tienda_fisica
V008665,S19,P02525,4,26243.06,Yape,2026-01-07,tienda_fisica
V001479,S14,P00289,1,2550.63,EFECTIVO,2026-03-06,tienda_fisica
V002299,S18,P02876,2,6126.57,transferencia,2026-03-08,ecommerce
V009924,S18,P02304,4,-20238.36,EFECTIVO,2026-04-05,ecommerce
V002516,S36,P00036,2,7288.57,efectivo,2026-06-25,tienda_fisica
V005053,S19,P02484,1,998.44,EFV,2026-01-14,tienda_fisica
V014259,S03,P01790,1,5853.12,PLIN,2026-01-14,tienda_fisica
V012530,S23,P01185,2,574.57,tarjeta,2026-06-18,tienda_fisica
V001291,S04,P01420,3,12947.67,PLIN,2026-02-28,tienda_fisica
V011848,S20,P01264,4,5924.36,tarjeta,2026-04-15,tienda_fisica
V011656,S17,P02254,4,10528.2,TARJETA,2026-02-23,tienda_fisica
V014461,S36,P00062,1,1250.98,Yape,2026-04-05,tienda_fisica
V007389,S01,P02128,4,,Tarjeta de credito,2026-03-28,tienda_fisica
V010931,S31,P00466,4,7473.45,Efectivo,2026-01-19,tienda_fisica
V014024,S09,P02346,2,15122.28,Yape,2026-04-04,ecommerce
V000664,S10,P00939,2,6600.97,Tarjeta de credito,2026-03-13,tienda_fisica
V011584,S29,P01734,4,29279.99,EFV,2026-06-17,ecommerce
V008814,S37,P00473,3,9004.97,tarjeta,2026-04-07,ecommerce
V005568,S03,P00226,2,14448.84,tarjeta,2026-05-27,ecommerce
V001486,S39,P02351,4,27663.0,tarjeta,2026-02-26,tienda_fisica
V001565,S02,P01459,2,367.53,EFECTIVO,2026-01-17,ecommerce
V008608,S23,P01350,4,27065.57,tarjeta,2026-04-01,ecommerce
V002429,S19,P02318,2,6795.58,Tarjeta de credito,2026-08-16,tienda_fisica
V011486,S31,P00944,3,16122.2,Plin,2026-06-05,tienda_fisica
V010595,S29,P01632,1,7095.41,tarjeta_credito,2026-06-03,tienda_fisica
V013100,S22,P02214,1,992.96,plin,07/06/2026,tienda_fisica
V004358,S19,P00969,4,2737.22,tarjeta_credito,2026-01-25,ecommerce
V007335,S10,P00222,4,8720.5,TARJETA,2026-01-18,tienda_fisica
V005179,S10,P00290,4,11211.04,yape,2026-08-18,tienda_fisica
V004729,S37,P00554,2,12098.89,EFECTIVO,2026-06-19,ecommerce
V011626,S32,P00306,4,22558.06,EFECTIVO,2026-01-10,tienda_fisica
V000116,S37,P01885,1,5020.31,PLIN,2026-07-05,tienda_fisica
V006260,S18,P00462,3,2398.24,plin,2026-03-05,tienda_fisica
V001721,S22,P00113,4,10721.85,Yape,2026-01-01,tienda_fisica
V007708,S23,P00616,2,4526.56,Transferencia bancaria,2026-03-23,tienda_fisica
V012744,S24,P02430,1,5493.37,Plin,2026-03-07,tienda_fisica
V002768,S23,P01024,3,6221.78,Plin,2026-06-12,tienda_fisica
V001239,S28,P01252,2,10891.64,TARJETA,2026-04-10,ecommerce
V002500,S33,P02483,4,30504.22,EFECTIVO,2026-04-22,tienda_fisica
V004741,S39,P00805,3,5607.1,Yape,2026-08-27,ecommerce
V014709,S11,P02759,2,6697.25,Plin,2026-05-07,tienda_fisica
V009535,S04,P01569,3,9724.46,Efectivo,2026-03-03,tienda_fisica
V013590,S14,P00661,4,30402.08,EFECTIVO,2026-01-27,ecommerce
V003546,S14,P01807,2,15814.26,EFV,2026-04-28,ecommerce
V014023,S27,P01212,1,1607.48,PLIN,2026-04-25,tienda_fisica
V009353,S21,P02424,3,22363.87,plin,2026-05-28,tienda_fisica
V009709,S10,P02103,1,7721.19,transferencia,2026-01-06,tienda_fisica
V008517,S15,P00616,2,13037.45,transferencia,2026-08-19,tienda_fisica
V009968,S17,P02633,4,1262.44,Transferencia bancaria,2026-08-13,ecommerce
V006251,S26,P02043,1,-232.3,transferencia,2026-04-07,ecommerce
V002943,S02,P02204,2,2915.22,TARJETA,2026-08-25,ecommerce
V002636,S32,P02857,4,2322.76,Yape,2026-06-08,tienda_fisica
V009204,S15,P02489,3,17660.16,Yape,2026-06-28,tienda_fisica
V010972,S18,P02488,3,19209.56,TC,2026-05-06,tienda_fisica
V002520,S25,P00564,3,11765.16,EFV,2026-07-17,tienda_fisica
V007259,S38,P02328,1,2743.37,EFV,2026-02-19,ecommerce
V001561,S34,P00885,4,24769.73,efectivo,2026-01-21,tienda_fisica
V006170,S16,P00577,1,6791.36,Transferencia bancaria,2026-03-26,ecommerce
V006039,S23,P00954,4,29186.81,plin,2026-05-01,ecommerce
V004785,S24,P02165,3,11113.44,tarjeta,2026-04-23,tienda_fisica
