devolucion_id,pedido_id,sucursal_id,producto_id,motivo,monto_reembolso,fecha_devolucion
D00615,PED002228,S39,P01481,garantia,2778.94,2026-05-28
D01520,PED018704,S19,P01950,no_cumple_expectativas,7244.02,2026-06-25
D00922,PED006524,S01,P01488,envio_incorrecto,463.57,2026-06-24
D03240,PED011602,S12,P02813,producto_dañado_en_transporte,3491.72,2026-08-08
D00388,PED014718,S27,P02240,cambio_de_opinion,2363.02,2026-08-22
D02294,PED018049,S29,P00526,no_cumple_expectativas,5819.98,2026-04-05
D02414,PED010853,S22,P00952,envio_incorrecto,1376.5,2026-07-19
D02866,PED008342,S09,P00628,no_cumple_expectativas,453.69,2026-03-02
D02722,PED008330,S21,P00114,cambio_de_opinion,3151.3,2026-06-19
D03931,PED014952,S14,P02209,garantia,3164.95,2026-02-22
D01127,PED004268,S17,P01707,producto_dañado_en_transporte,6669.56,2026-07-13
D00291,PED007386,S21,P00812,envio_incorrecto,2894.78,2026-02-17
D03981,PED013941,S14,P01533,garantia,7898.99,2026-06-16
D01454,PED008522,S03,P02873,producto_defectuoso,4455.08,2026-04-24
D03610,PED016139,S24,P00046,producto_dañado_en_transporte,4080.06,2026-01-05
D02204,PED005877,S21,P01372,producto_dañado_en_transporte,1824.13,2026-05-21
D00507,PED010237,S34,P00261,cambio_de_opinion,5412.91,2026-08-19
D03094,PED013622,S33,P02259,producto_dañado_en_transporte,7599.11,2026-02-03
D02278,PED015212,S15,P00796,producto_dañado_en_transporte,5104.48,2026-02-22
D01051,PED017019,S11,P02752,envio_incorrecto,7078.97,2026-07-04
D01294,PED014059,S39,P01053,producto_defectuoso,7579.06,2026-06-09
D02345,PED015650,S11,P02259,producto_defectuoso,2572.14,2026-07-01
D01150,PED005198,S03,P01477,envio_incorrecto,7765.89,2026-02-17
D02035,PED014644,S18,P02602,no_cumple_expectativas,1207.77,2026-03-07
D02666,PED012659,S09,P02184,envio_incorrecto,3945.69,2026-05-04
D03321,PED008021,S12,P00055,no_cumple_expectativas,399.84,2026-05-09
D00607,PED009436,S32,P02992,no_cumple_expectativas,5196.69,2026-04-02
D03662,PED000450,S21,P01998,envio_incorrecto,7746.83,2026-01-02
D00816,PED000436,S30,P02948,garantia,1799.21,2026-03-02
D01335,PED009449,S26,P02125,producto_dañado_en_transporte,4702.33,2026-02-17
D00349,PED019366,S37,P00372,no_cumple_expectativas,927.69,2026-02-10
D03745,PED009814,S08,P01626,garantia,1247.63,2026-06-28
D00345,PED001096,S32,P00717,producto_defectuoso,3714.68,2026-03-22
D00836,PED016016,S11,P00639,,4342.68,2026-03-10
D03846,PED010491,S10,P00358,cambio_de_opinion,5601.33,2026-03-01
D01345,PED014950,S06,P00295,envio_incorrecto,690.04,2026-08-26
D03014,PED001103,S05,P00029,envio_incorrecto,1903.47,2026-01-05
D02188,PED005026,S25,P00330,garantia,1094.34,2026-08-07
D02737,PED019199,S21,P02960,garantia,2346.06,2026-06-23
D03127,PED005957,S33,P01455,no_cumple_expectativas,2529.79,2026-08-15
D02999,PED008832,S11,P02322,garantia,7340.61,2026-02-20
D02260,PED006469,S37,P02943,cambio_de_opinion,3443.24,2026-03-11
D03620,PED000158,S37,P00441,no_cumple_expectativas,4386.42,2026-01-07
D03728,PED017696,S09,P00799,garantia,544.23,2026-05-12
D03588,PED007957,S04,P00011,producto_dañado_en_transporte,6475.36,2026-05-02
D00180,PED014172,S14,P02907,envio_incorrecto,7717.14,2026-04-13
D03966,PED011358,S16,P00474,no_cumple_expectativas,5547.39,2026-02-26
D01623,PED006507,S08,P01304,garantia,4813.49,2026-06-04
D03708,PED017978,S06,P00013,no_cumple_expectativas,5604.04,2026-04-17
D03621,PED000975,S34,P00631,garantia,3703.18,2026-03-08
D00385,PED016147,S06,P02844,no_cumple_expectativas,2557.56,2026-07-04
D02079,PED019565,S21,P01734,producto_dañado_en_transporte,6654.17,2026-07-20
D00887,PED007559,S18,P00055,producto_defectuoso,5768.02,2026-03-22
D03656,PED001190,S13,P02805,envio_incorrecto,-872.47,2026-06-24
D02886,PED007044,S19,P02183,cambio_de_opinion,4833.41,2026-06-27
D01366,PED007436,S22,P01410,producto_defectuoso,6751.24,2026-07-12
D03454,PED019202,S03,P02106,garantia,1485.38,2026-06-05
D01359,PED017872,S09,P01950,producto_defectuoso,6563.74,2026-08-26
D00121,PED001073,S15,P00332,garantia,635.19,2026-06-22
D01795,PED000986,S07,P00603,producto_defectuoso,4517.76,2026-07-17
D00569,PED017542,S04,P00633,garantia,7160.01,2026-05-25
D00366,PED010286,S05,P02118,producto_dañado_en_transporte,4279.19,2026-03-10
D03358,PED019600,S36,P02543,producto_dañado_en_transporte,2822.11,2026-05-13
D01115,PED010138,S13,P02003,garantia,5826.56,2026-02-21
D00068,PED007784,S33,P00532,producto_defectuoso,6518.73,2026-04-04
D00399,PED016549,S14,P01399,producto_dañado_en_transporte,5766.08,2026-07-08
D03139,PED007822,S35,P02671,producto_dañado_en_transporte,3870.92,2026-06-09
D01971,PED006496,S37,P02188,envio_incorrecto,6455.63,2026-04-22
D03634,PED017019,S40,P00370,cambio_de_opinion,442.33,2026-08-24
D01252,PED008627,S21,P02608,producto_dañado_en_transporte,677.13,2026-08-04
D03183,PED015989,S26,P02350,,7301.69,2026-08-04
D01923,PED015162,S10,P01509,cambio_de_opinion,2680.52,2026-01-06
D00159,PED006632,S30,P01634,producto_dañado_en_transporte,4976.13,2026-01-12
D02661,PED008522,S25,P00769,envio_incorrecto,3676.34,2026-04-28
D03134,,S12,P01269,producto_dañado_en_transporte,2871.71,2026-07-28
D01948,PED013486,S04,P02566,envio_incorrecto,5231.02,2026-03-20
D01425,PED016778,S06,P02040,garantia,4117.73,2026-02-19
D01113,PED013515,S15,P02799,producto_defectuoso,1809.28,2026-01-07
D01019,PED013286,S31,P00258,producto_dañado_en_transporte,5932.42,2026-02-07
D00218,PED004515,S10,P01370,cambio_de_opinion,1271.09,2026-03-24
D02098,PED006190,S02,P02414,envio_incorrecto,7271.78,2026-02-12
D02239,PED006652,S26,P01254,garantia,7601.22,2026-06-12
D00391,PED002984,S01,P01442,cambio_de_opinion,-7029.6,2026-05-01
D03212,PED006856,S36,P00309,no_cumple_expectativas,7491.7,2026-02-11
D00108,PED004848,S18,P00309,garantia,7411.76,2026-07-01
D02065,PED019823,S18,P01599,garantia,3345.24,2026-01-26
D01341,PED007029,S27,P96745,garantia,1511.27,2026-06-09
D01678,PED010975,S05,P01423,cambio_de_opinion,1750.48,2026-05-26
D03123,PED010144,S38,P02727,producto_defectuoso,2837.32,2026-02-22
D02080,PED016022,S20,P01791,envio_incorrecto,7729.07,2026-06-12
D01238,PED005436,S25,P00467,producto_defectuoso,6289.04,2026-06-21
D02373,PED012448,S40,P00937,producto_dañado_en_transporte,7600.82,2026-08-16
D00047,PED015056,S26,P00846,producto_dañado_en_transporte,219.59,2026-06-13
D01682,PED017551,S08,P02088,no_cumple_expectativas,7984.43,2026-05-08
D00943,PED015986,S23,P02212,envio_incorrecto,3386.05,2026-06-19
D03065,PED019109,S04,P02655,garantia,4261.75,2026-04-05
D02434,PED009906,S04,P00248,cambio_de_opinion,4867.86,2026-06-01
D03455,PED003244,S01,P01012,no_cumple_expectativas,7497.01,2026-07-07
D01415,PED018546,S20,P00582,no_cumple_expectativas,5217.98,2026-02-23
D01871,PED017240,S20,P02967,no_cumple_expectativas,3999.66,2026-08-14
D01581,PED010234,S10,P02343,cambio_de_opinion,7740.17,2026-02-26
D03401,PED001035,S39,P00681,envio_incorrecto,6334.73,2026-04-07
D03935,PED014309,S24,P02292,no_cumple_expectativas,7283.26,2026-03-07
D01354,PED013297,S03,P00391,producto_defectuoso,7559.49,2026-04-10
D02083,PED000503,S03,P00268,producto_defectuoso,6590.09,2026-03-08
D02984,PED006952,S26,P02219,cambio_de_opinion,1338.17,2026-05-28
D03378,PED013834,S24,P02008,producto_dañado_en_transporte,6558.21,2026-06-18
D02677,PED011266,S31,P02735,producto_dañado_en_transporte,7481.04,2026-06-28
D03581,PED006697,S10,P01742,envio_incorrecto,6345.56,2026-02-14
D03613,PED013698,S26,P00243,garantia,3809.37,2026-01-16
D01962,PED006503,S36,P01571,producto_defectuoso,1526.62,2026-02-01
D01852,PED013909,S11,P02785,producto_defectuoso,941.48,2026-06-27
D01164,PED006956,S11,P01459,no_cumple_expectativas,1846.19,2026-06-16
D03915,PED011503,S26,P01566,envio_incorrecto,3874.19,2026-07-10
D02947,PED014055,S01,P02587,envio_incorrecto,4677.94,2026-05-25
D02338,PED015906,S38,P00599,producto_defectuoso,6915.75,2026-01-07
D00880,PED003483,S23,P00530,producto_dañado_en_transporte,2575.72,2026-08-27
D01020,PED002785,S19,P00627,envio_incorrecto,3675.16,2026-08-10
D03163,PED003506,S24,P01002,producto_defectuoso,3054.78,2026-08-26
D02636,PED012811,S27,P01883,garantia,7398.73,2026-05-25
D01530,PED008241,S10,P02832,envio_incorrecto,5069.23,2026-01-15
D03598,PED000903,S17,P01619,producto_defectuoso,4312.73,2026-04-28
D02708,PED010516,S07,P00955,no_cumple_expectativas,4990.44,2026-06-04
D02301,PED015999,S30,P02350,garantia,-1363.82,2026-07-18
D03730,PED014520,S04,P02037,producto_dañado_en_transporte,2140.16,2026-03-24
D02560,PED011112,S40,P01186,garantia,1413.07,2026-07-16
D01149,PED009676,S38,P02278,garantia,4062.35,2026-08-11
D03937,PED018781,S01,P00012,producto_dañado_en_transporte,5890.05,2026-02-20
D03315,PED003130,S30,P01516,envio_incorrecto,4115.65,2026-02-24
D01266,PED019903,S22,P01597,cambio_de_opinion,7167.12,2026-01-25
D03486,PED012010,S29,P00747,producto_dañado_en_transporte,2927.73,2026-03-15
D02259,PED004647,S13,P02900,producto_dañado_en_transporte,753.9,2026-02-11
D03932,PED017712,S23,P00871,no_cumple_expectativas,5890.83,2026-04-26
D02541,PED015611,S08,P00319,envio_incorrecto,7214.0,2026-06-06
D02597,PED019768,S13,P95162,producto_dañado_en_transporte,3269.33,2026-08-10
D00131,PED000299,S01,P00545,producto_dañado_en_transporte,607.22,2026-02-02
D03246,PED012458,S06,P01019,envio_incorrecto,615.15,2026-02-12
D01036,PED007181,S05,P02669,garantia,5582.53,2026-06-18
D01357,PED002656,S10,P00185,garantia,1833.65,2026-08-10
D03712,PED015057,S37,P00304,no_cumple_expectativas,457.66,2026-06-12
D03216,PED001221,S18,P02558,no_cumple_expectativas,3590.83,2026-01-28
D03280,PED013277,S07,P00015,producto_defectuoso,4502.67,2026-02-09
D03238,PED004570,S40,P00635,envio_incorrecto,5819.47,2026-02-15
D03011,PED008162,S13,P00880,envio_incorrecto,161.1,2026-04-28
D03450,PED004038,S34,P01019,no_cumple_expectativas,4561.02,2026-01-15
D00051,PED010802,S11,P00716,no_cumple_expectativas,947.21,2026-07-25
D02242,PED005762,S16,P00743,no_cumple_expectativas,1762.01,2026-05-12
D00929,PED007032,S12,P01897,producto_defectuoso,5049.7,2026-08-20
D03977,PED019202,S33,P01254,,561.19,2026-03-13
D02106,PED009236,S35,P00850,producto_dañado_en_transporte,209.29,2026-04-01
D00718,PED002689,S23,P00993,garantia,6552.18,2026-02-17
D02764,PED005463,S16,P00679,producto_defectuoso,2863.84,2026-02-05
D02954,PED019048,S04,P02045,no_cumple_expectativas,2404.94,2026-06-04
D00650,PED005942,S16,P00125,garantia,2741.98,2026-07-17
D01141,PED002548,S19,P00165,cambio_de_opinion,2656.94,2026-08-10
D03025,PED019257,S08,P01598,garantia,429.01,2026-02-28
D00481,PED009689,S40,P00825,,323.97,2026-01-22
D00616,PED004599,S01,P01439,no_cumple_expectativas,7911.85,2026-06-06
D01980,PED015158,S28,P01079,cambio_de_opinion,6195.88,2026-05-03
D02727,PED015068,S27,P00900,,2441.02,2026-06-21
D01780,PED007932,S26,P02582,producto_dañado_en_transporte,5816.35,2026-08-10
D03671,PED011816,S16,P02234,producto_dañado_en_transporte,7600.18,2026-05-27
D02447,PED014755,S14,P02944,producto_defectuoso,5989.88,2026-05-27
D02826,PED016173,S23,P01532,no_cumple_expectativas,2666.76,2026-02-10
D03056,PED003030,S30,P00660,garantia,412.51,2026-06-07
D00533,PED005333,S05,P01262,garantia,1512.84,2026-05-08
D03206,PED014723,S30,P00817,producto_defectuoso,6941.12,2026-05-20
D00265,PED010951,S04,P01428,no_cumple_expectativas,1971.38,2026-08-05
D03912,PED003156,S35,P01160,producto_dañado_en_transporte,491.7,2026-06-11
D02306,PED011420,S30,P02125,garantia,6068.83,2026-03-13
D02314,PED001891,S13,P02699,garantia,704.34,2026-01-11
D02180,PED009818,S27,P02909,producto_dañado_en_transporte,2846.45,2026-03-04
D03229,PED004846,S31,P01533,garantia,4204.66,2026-05-07
D02303,PED017809,S31,P01530,producto_defectuoso,7814.18,2026-08-28
D01431,PED017283,S12,P01487,garantia,6836.85,2026-06-16
D03010,PED006963,S17,P00376,no_cumple_expectativas,4612.63,2026-08-22
D02654,PED003632,S27,P01941,producto_dañado_en_transporte,4745.35,2026-04-22
D02950,PED018171,S39,P00504,cambio_de_opinion,777.91,2026-07-25
D01703,PED002315,S09,P00206,cambio_de_opinion,7900.74,2026-01-27
D01287,PED015122,S23,P00392,envio_incorrecto,3504.41,2026-02-24
D01022,PED001642,S26,P01689,garantia,2487.7,2026-03-28
D03176,PED002258,S26,P00768,garantia,1190.98,2026-03-05
D00312,PED006949,S11,P02555,no_cumple_expectativas,2253.44,2026-03-09
D02391,PED009143,S38,P00925,envio_incorrecto,6368.83,2026-03-08
D02160,PED009912,S04,P02602,envio_incorrecto,7731.61,2026-07-04
D03715,PED007356,S15,P01897,garantia,6324.26,2026-02-01
D00502,PED015027,S32,P00511,producto_defectuoso,3964.38,2026-05-24
D03180,PED007382,S40,P02203,cambio_de_opinion,4193.53,2026-07-22
D02517,PED006399,S19,P00782,cambio_de_opinion,714.19,2026-06-02
D00785,PED014972,S26,P00428,producto_defectuoso,7176.75,2026-06-17
D02143,PED008366,S40,P00315,producto_defectuoso,4519.68,2026-08-16
D03595,PED004424,S39,P02334,,7429.66,2026-06-01
D01755,PED002387,S10,P00430,envio_incorrecto,2288.62,2026-02-13
D01648,PED014084,S26,P02857,no_cumple_expectativas,662.3,2026-01-04
D01496,PED009437,S35,P00592,producto_defectuoso,3825.39,2026-06-18
D02327,PED004366,S39,P02472,cambio_de_opinion,5656.15,2026-07-11
D02935,PED010232,S23,P02045,cambio_de_opinion,1875.53,2026-07-20
D00924,PED004570,S33,P01984,garantia,1609.81,2026-02-09
D01946,PED014017,S24,P00910,producto_defectuoso,3623.6,2026-07-12
D00309,PED018857,S07,P02397,no_cumple_expectativas,3783.62,2026-05-06
D02734,PED004485,S01,P01862,producto_dañado_en_transporte,781.79,2026-06-01
D00830,PED014805,S23,P01375,producto_dañado_en_transporte,2943.77,2026-02-08
D01716,PED008660,S26,P00104,cambio_de_opinion,1567.76,2026-03-26
D00941,PED010264,S17,P00304,no_cumple_expectativas,4842.31,2026-04-10
D02267,PED004621,S08,P97233,producto_defectuoso,7195.18,2026-08-16
D03804,PED016630,S23,P00087,producto_defectuoso,3554.03,2026-03-10
D02416,PED009666,S04,P00414,cambio_de_opinion,6574.45,2026-02-03
D02167,PED000424,S02,P02355,producto_defectuoso,2847.94,2026-06-15
D03132,PED016408,S15,P00504,producto_defectuoso,2840.29,2026-03-25
D02449,PED009483,S07,P00152,producto_dañado_en_transporte,4450.98,2026-06-20
D03294,PED014223,S05,P01262,garantia,7310.22,2026-02-14
D01830,PED002970,S21,P01115,no_cumple_expectativas,3699.09,2026-04-12
D01870,PED019794,S19,P00070,garantia,2308.36,2026-07-12
D02755,PED009046,S14,P00007,producto_dañado_en_transporte,1527.13,2026-01-26
D00240,PED004817,S12,P00207,garantia,5689.24,2026-08-26
D01305,PED012664,S33,P01938,no_cumple_expectativas,5091.14,2026-08-07
D00820,PED010881,S24,P02381,no_cumple_expectativas,4471.77,2026-04-27
D02788,PED002544,S02,P02638,producto_defectuoso,3466.87,2026-06-14
D01372,PED011839,S03,P00586,cambio_de_opinion,6385.79,2026-04-15
D00061,PED003184,S15,P02303,no_cumple_expectativas,3929.68,2026-05-18
D02569,PED004135,S02,P02473,cambio_de_opinion,5402.81,2026-06-13
D00756,PED007030,S25,P01710,cambio_de_opinion,170.09,2026-06-19
D03366,PED013392,S01,P95271,producto_defectuoso,3560.69,2026-04-15
D02071,PED005809,S04,P00155,no_cumple_expectativas,969.75,2026-06-05
D03122,PED013623,S03,P01077,producto_defectuoso,3879.11,2026-02-27
D01197,PED008917,S08,P00867,envio_incorrecto,691.43,2026-04-19
D02224,PED004748,S01,P02597,producto_dañado_en_transporte,1866.26,2026-07-06
D03328,PED005758,S34,P02533,garantia,6929.97,2026-05-10
D01763,PED001488,S23,P00342,no_cumple_expectativas,5918.34,2026-03-04
D00903,PED017764,S36,P02845,garantia,7072.36,2026-04-27
D02751,PED016169,S08,P01791,envio_incorrecto,5417.71,2026-07-19
D01568,PED000083,S01,P02883,garantia,3293.44,2026-08-25
D01295,PED018052,S05,P00476,no_cumple_expectativas,486.42,2026-06-01
D02657,PED017561,S31,P00252,cambio_de_opinion,340.42,2026-03-25
D02806,PED004423,S23,P01541,garantia,6575.12,2026-07-06
D01533,PED013028,S25,P00891,envio_incorrecto,1103.97,2026-03-05
D02679,PED010672,S29,P00897,cambio_de_opinion,7657.04,2026-05-10
D00239,PED018500,S10,P02527,envio_incorrecto,6342.22,2026-08-06
D00514,PED012343,S10,P00467,no_cumple_expectativas,4986.49,2026-04-21
D01664,PED011855,S14,P00628,producto_defectuoso,7930.09,2026-01-13
D02408,PED018516,S39,P00483,producto_defectuoso,5639.97,2026-07-22
D03265,PED010655,S12,P01724,garantia,2594.96,2026-07-01
D03903,PED005452,S03,P01122,envio_incorrecto,3180.03,2026-03-10
D00017,PED006767,S18,P01231,producto_dañado_en_transporte,607.92,2026-02-23
D01982,PED003950,S31,P00591,cambio_de_opinion,7391.83,2026-08-12
D00415,PED014536,S14,P01917,envio_incorrecto,1508.68,2026-05-16
D00475,PED013643,S24,P02531,envio_incorrecto,4218.25,2026-08-20
D00789,PED006166,S36,P00158,producto_defectuoso,5393.6,2026-04-09
D02258,PED019486,S04,P02699,producto_defectuoso,3499.83,2026-07-18
D01195,PED000983,S22,P02830,no_cumple_expectativas,7369.26,2026-03-04
D02428,PED012526,S01,P02973,cambio_de_opinion,1906.32,2026-07-04
D01032,PED015069,S16,P00919,producto_defectuoso,4289.55,2026-06-11
D03615,PED002948,S16,P00945,,7729.41,2026-04-17
D03600,PED013893,S26,P00332,envio_incorrecto,-3984.71,2026-07-15
D01643,PED014812,S24,P01265,producto_dañado_en_transporte,7949.08,2026-02-12
D01411,PED019878,S36,P01937,cambio_de_opinion,3130.49,2026-07-02
D00444,PED002386,S39,P01975,no_cumple_expectativas,7530.35,2026-06-14
D01635,PED013232,S05,P02852,cambio_de_opinion,2826.21,2026-07-04
D01546,PED005540,S27,P02187,envio_incorrecto,2509.6,2026-02-28
D02393,PED005159,S23,P01118,producto_dañado_en_transporte,7544.28,2026-02-04
D03591,PED006699,S27,P00783,producto_dañado_en_transporte,7612.14,2026-06-08
D00577,PED008968,S17,P02905,producto_dañado_en_transporte,4225.42,2026-02-06
D02972,PED019990,S05,P01030,cambio_de_opinion,3087.84,2026-05-02
D00087,PED004321,S17,P02205,no_cumple_expectativas,3349.87,2026-05-11
D03643,PED003492,S10,P02144,producto_dañado_en_transporte,4231.93,2026-01-12
D03693,PED002134,S04,P00901,producto_dañado_en_transporte,1731.77,2026-04-19
D02150,PED003882,S23,P02065,cambio_de_opinion,1234.71,2026-08-19
D03351,PED005903,S36,P01422,,2901.85,2026-06-28
D01337,PED015114,S16,P00417,no_cumple_expectativas,6331.78,2026-07-07
D02548,PED001710,S19,P02249,garantia,2307.84,2026-03-27
D03624,PED010905,S19,P00738,producto_defectuoso,4116.82,2026-04-12
D02133,PED018913,S02,P01623,envio_incorrecto,594.02,2026-01-19
D02720,PED010587,S14,P02426,,2416.67,2026-04-10
D01210,PED015328,S40,P01232,no_cumple_expectativas,7322.06,2026-04-04
D00214,PED001316,S11,P00629,envio_incorrecto,6879.53,2026-06-04
D02384,PED019130,S25,P01393,garantia,6872.49,2026-03-04
D00939,PED002694,S17,P02290,no_cumple_expectativas,609.08,2026-07-18
D00534,PED015619,S17,P00722,cambio_de_opinion,4219.1,2026-06-08
D02213,PED011553,S09,P01536,cambio_de_opinion,4500.76,2026-06-18
D01574,PED001099,S33,P00935,cambio_de_opinion,4044.39,2026-04-24
D00078,PED011705,S07,P02985,producto_defectuoso,1465.57,2026-05-10
D00876,PED005721,S18,P02974,,5644.07,2026-08-27
D02551,PED010186,S23,P03000,cambio_de_opinion,5780.38,2026-06-06
D00280,PED011536,S29,P01767,no_cumple_expectativas,1889.4,2026-02-12
D01879,PED002254,S38,P00767,no_cumple_expectativas,1045.66,2026-04-14
D03519,PED018587,S23,P01561,garantia,2317.97,2026-06-13
D03612,PED013835,S39,P00849,cambio_de_opinion,3397.38,2026-06-14
D02646,PED011069,S18,P01998,producto_dañado_en_transporte,3876.27,2026-06-21
D03383,PED003167,S32,P01608,envio_incorrecto,2605.54,2026-08-25
D01642,PED008482,S11,P01236,producto_dañado_en_transporte,6055.27,2026-07-18
D01407,PED017227,S04,P00858,producto_dañado_en_transporte,2548.92,2026-07-05
D01611,PED006952,S01,P01365,cambio_de_opinion,7754.02,2026-04-05
D02882,PED019768,S02,P01012,no_cumple_expectativas,3158.99,2026-07-11
D00734,PED018476,S24,P00118,garantia,7358.61,2026-06-21
D01704,PED018740,S19,P02434,cambio_de_opinion,3268.38,2026-06-23
D01657,PED009457,S27,P01364,no_cumple_expectativas,2849.11,2026-07-03
D02641,PED000045,S25,P00083,producto_defectuoso,292.27,2026-05-22
D01583,PED007051,S29,P01444,no_cumple_expectativas,6070.12,2026-05-19
D01764,PED010924,S07,P02320,cambio_de_opinion,5803.78,2026-01-23
D00881,PED017879,S23,P01028,producto_defectuoso,4709.64,2026-07-12
D03668,PED002639,S36,P02319,garantia,6590.98,2026-06-10
D02904,PED005951,S16,P00250,producto_defectuoso,305.09,2026-02-06
D02212,PED016115,S40,P02178,garantia,5960.21,2026-02-19
D03239,PED019601,S13,P02859,no_cumple_expectativas,7602.92,2026-05-25
D03408,PED007601,S32,P01377,no_cumple_expectativas,6406.9,2026-03-04
D01708,PED017383,S32,P01506,producto_defectuoso,7491.25,2026-01-10
D01278,PED001929,S33,P01143,producto_defectuoso,3305.35,2026-05-16
D00561,PED016078,S22,P01860,producto_dañado_en_transporte,2540.42,2026-03-26
D03368,PED010679,S17,P02776,no_cumple_expectativas,6921.78,2026-08-11
D01007,,S21,P02573,producto_defectuoso,990.05,2026-04-26
D03929,PED008707,S17,P02303,,7909.61,2026-05-01
D01122,PED007988,S28,P02531,producto_dañado_en_transporte,5529.77,2026-05-21
D02081,PED007637,S24,P01496,no_cumple_expectativas,2463.71,2026-05-09
D03461,PED018872,S34,P02828,,383.3,2026-01-21
D01719,PED005769,S07,P01261,producto_dañado_en_transporte,5149.59,2026-07-09
D03336,PED011007,S38,P01235,garantia,5325.59,2026-02-02
D00392,PED015152,S10,P02848,producto_defectuoso,5360.6,2026-02-14
D00884,PED000223,S29,P01209,producto_dañado_en_transporte,1378.82,2026-01-13
D00354,PED010838,S09,P02322,producto_dañado_en_transporte,7214.81,2026-06-04
D00337,PED012148,S37,P00722,producto_dañado_en_transporte,356.49,2026-07-07
D02983,PED015295,S07,P00053,envio_incorrecto,1613.68,2026-07-19
D02370,PED005135,S08,P01398,producto_dañado_en_transporte,6553.74,2026-06-01
D00713,PED001791,S35,P02220,garantia,7530.36,2026-05-13
D02186,PED003597,S26,P00885,envio_incorrecto,7951.27,2026-08-22
D02479,PED014202,S35,P02067,cambio_de_opinion,5778.51,2026-08-04
D01125,PED018791,S40,P01471,producto_dañado_en_transporte,5779.47,2026-02-15
D02637,PED016417,S07,P02723,producto_defectuoso,1351.06,2026-08-06
D02426,PED003127,S40,P00391,producto_dañado_en_transporte,2626.77,2026-04-20
D02631,PED003641,S12,P00551,cambio_de_opinion,2246.94,2026-02-28
D03813,PED018925,S14,P02087,producto_defectuoso,6833.81,2026-02-24
D00710,PED015608,S28,P01816,producto_defectuoso,7851.83,2026-05-23
D00976,PED019432,S12,P00116,producto_dañado_en_transporte,1281.81,2026-06-21
D01156,PED010591,S26,P00125,cambio_de_opinion,2292.27,2026-07-20
D01205,PED002652,S33,P02045,producto_dañado_en_transporte,5534.65,2026-07-07
D03561,PED012215,S39,P00468,envio_incorrecto,5139.82,2026-05-24
D00926,PED010440,S12,P01776,no_cumple_expectativas,2706.79,2026-04-23
D00817,PED019952,S09,P02264,no_cumple_expectativas,1811.64,2026-02-04
D03723,PED004929,S04,P02816,cambio_de_opinion,1132.84,2026-06-28
D02458,PED016747,S38,P02250,garantia,4170.68,2026-06-06
D03471,PED014090,S30,P00752,cambio_de_opinion,3232.3,2026-08-02
D02633,PED000780,S32,P00745,producto_defectuoso,7855.07,2026-06-17
D01320,PED015558,S30,P01724,envio_incorrecto,7761.78,2026-08-15
D00410,PED014845,S37,P02451,no_cumple_expectativas,2101.94,2026-05-07
D03898,PED012818,S23,P02612,envio_incorrecto,2255.44,2026-02-28
D02671,PED000416,S03,P01669,envio_incorrecto,7825.85,2026-02-03
D02793,PED003734,S27,P01909,producto_defectuoso,5306.83,2026-06-14
D00508,PED008135,S29,P01130,envio_incorrecto,1359.79,2026-07-28
D02625,PED019221,S10,P01021,envio_incorrecto,5657.34,2026-04-02
D03173,PED015918,S01,P02274,producto_defectuoso,6909.69,2026-04-14
D03433,PED014634,S24,P02554,no_cumple_expectativas,5505.39,2026-05-24
D02770,PED005317,S07,P02338,cambio_de_opinion,7100.2,2026-05-19
D01880,PED018102,S40,P02255,garantia,3660.99,2026-03-12
D01885,PED016138,S38,P00677,producto_defectuoso,3704.64,2026-08-09
D02656,PED011986,S40,P01662,garantia,2429.32,2026-07-01
D01108,PED000802,S26,P02873,producto_dañado_en_transporte,7441.14,2026-08-13
D01949,PED005865,S15,P01580,no_cumple_expectativas,3723.79,2026-08-27
D00258,PED011138,S28,P02052,garantia,862.12,2026-06-18
D03350,PED007471,S24,P02879,producto_defectuoso,3896.33,2026-02-02
D03880,PED008157,S03,P00598,no_cumple_expectativas,840.57,2026-07-18
D01658,PED005434,S33,P00510,producto_dañado_en_transporte,2861.89,2026-07-11
D02655,PED000422,S29,P01226,cambio_de_opinion,1497.85,2026-06-08
D03975,PED007343,S13,P00097,garantia,5835.27,2026-05-28
D01485,PED002762,S35,P01183,producto_defectuoso,374.92,2026-05-14
D01427,PED012528,S11,P00497,cambio_de_opinion,7641.69,2026-07-01
D02011,PED006089,S37,P02726,cambio_de_opinion,3790.18,2026-08-21
D02183,PED018192,S30,P02228,cambio_de_opinion,2087.3,2026-08-03
D01167,PED013240,S23,P00804,no_cumple_expectativas,163.11,2026-07-07
D01418,PED018150,S25,P01882,producto_dañado_en_transporte,5425.5,2026-01-04
D00464,PED008644,S11,P00743,envio_incorrecto,1703.15,2026-01-24
D01451,PED008210,S23,P00026,envio_incorrecto,7836.62,2026-06-24
D03121,PED001358,S28,P00088,producto_defectuoso,1794.84,2026-04-23
D01220,PED016898,S37,P00347,producto_defectuoso,3046.29,2026-04-17
D00320,PED011683,S37,P00892,no_cumple_expectativas,5796.3,2026-06-10
D00597,PED014226,S33,P01880,envio_incorrecto,6157.92,2026-07-23
D00835,PED007710,S10,P02123,producto_dañado_en_transporte,7147.94,2026-06-11
D01430,PED018576,S09,P02155,envio_incorrecto,4812.1,2026-04-07
D03291,PED018558,S23,P00989,no_cumple_expectativas,7450.04,2026-06-08
